0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-67119.46946939813	0.	0.	0.	736220.0836463673	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-67119.46946939813	0.	0.	0.	736220.0836463673
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	174670.75746760817	0.	0.	0.	-1.9326443884438807e6	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	174670.75746760817	0.	0.	0.	-1.9326443884438807e6
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	27459.487850971203	0.	0.	0.	-316809.6262667614	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	27459.487850971203	0.	0.	0.	-316809.6262667614
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-39524.450315547234	0.	0.	0.	457524.4879386	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-39524.450315547234	0.	0.	0.	457524.4879386
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	30.55290150762977	0.	0.	0.	-767.0799970832898	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	30.55290150762977	0.	0.	0.	-767.0799970832898
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-59.76537046317926	0.	0.	0.	1107.787938798171	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	-59.76537046317926	0.	0.	0.	1107.787938798171
